"",TCGA-FA-8693,TCGA-FA-A4BB,TCGA-FA-A4XK,TCGA-FA-A6HN,TCGA-FA-A6HO,TCGA-FA-A7DS,TCGA-FA-A7Q1,TCGA-FA-A82F,TCGA-FA-A86F,TCGA-FF-8041,TCGA-FF-8042,TCGA-FF-8043,TCGA-FF-8046,TCGA-FF-8047,TCGA-FF-8061,TCGA-FF-8062,TCGA-FF-A7CQ,TCGA-FF-A7CR,TCGA-FF-A7CW,TCGA-FF-A7CX,TCGA-FM-8000,TCGA-G8-6324,TCGA-G8-6325,TCGA-G8-6326,TCGA-G8-6906,TCGA-G8-6907,TCGA-G8-6909,TCGA-G8-6914,TCGA-GR-7353,TCGA-GR-A4D4,TCGA-GR-A4D5,TCGA-GR-A4D6,TCGA-GS-A9TQ,TCGA-GS-A9TT,TCGA-GS-A9TU,TCGA-GS-A9TV,TCGA-GS-A9TW,TCGA-GS-A9TX,TCGA-GS-A9TY,TCGA-GS-A9TZ,TCGA-GS-A9U3,TCGA-GS-A9U4,TCGA-RQ-A68N,TCGA-RQ-A6JB,TCGA-RQ-AAAT
hsa-miR-101-3p,3.14178037226518,3.21594579178731,3.02750772957622,3.19284845632539,3.29253952277833,3.1303135948767,3.04788191495837,3.25019715249445,3.24716610106698,3.26931902102592,3.23812803833668,2.9965613076964,3.0286813957407,3.1585590814337,3.10037709737522,3.19092456361403,3.24693355526361,3.2914098228006,3.13403795384777,3.01702401805922,2.92166384299978,3.22476096336707,3.2707129386745,3.26343241017573,3.24220261290797,2.99860400836974,2.96831219123379,3.04972073117481,2.87557523677526,2.94128456916405,3.19178873306858,3.12891272455305,2.99267538337046,3.13342757094191,3.15846906903103,3.38631603218873,3.3387228778581,3.26137144358778,3.17298903820973,3.44058863373311,3.30366201125216,3.00351590166897,3.1141560295485,2.98475070092066,2.93615537644386
hsa-miR-101-5p,3.14065573950395,3.21512279623041,3.0278970886398,3.19179603216292,3.29135756041414,3.12858159632942,3.0467781146988,3.24859973936717,3.24567933051305,3.26853121849356,3.23805296265513,2.99548840201286,3.02960459055277,3.15873610003262,3.09933990947006,3.19016557646877,3.2437459629143,3.29006516266015,3.13424451985802,3.01651734465123,2.92207072254999,3.22446311486447,3.27007516764111,3.26278746286126,3.24171789526975,2.9981704372905,2.9683535470792,3.0480244045742,2.87490522281954,2.94027795858659,3.19009370387139,3.12872749447967,2.99229959763601,3.13216700105178,3.15593999427621,3.38485797594022,3.33745385098125,3.25978400233218,3.17091207401029,3.43882104086933,3.30237869305301,3.00296966516285,3.11447701869225,2.98519007422193,2.93556306222875
hsa-miR-103a-1-5p,3.29197206532741,3.30386548133629,3.25651069580684,3.30301116650911,3.34187278830964,3.40637900707816,3.15237244162453,3.40888159564715,3.3760237336753,3.23995067870193,3.29306691008023,3.11173932052489,3.0281768037747,3.21568280809866,3.16320989263124,3.12812357572894,3.50254358266868,3.49552449392508,3.26222424847649,3.0532408329881,3.08719721541605,3.06943275327798,3.30996577860374,3.25864569032139,3.1852392013602,2.97350214021727,3.05267596753804,3.27571615503313,3.0303708495543,3.0329270228006,3.25757954934087,3.18523108224978,3.12983739346381,3.3451348591511,3.35624872446654,3.48587577077839,3.51911305265256,3.31996607130488,3.3381513350572,3.54804358734856,3.44564714079564,3.1759930675446,3.32781172083719,3.21451583048549,3.02657985815126
hsa-miR-103a-2-5p,3.29333843997777,3.30224890632004,3.2578422046722,3.30352344908524,3.34272188399837,3.40664837679425,3.15299908857507,3.40878575545664,3.37525530707914,3.24137296057705,3.29229533035568,3.11198531639784,3.02787608226589,3.21661411838067,3.16396237340523,3.12844677827075,3.50339843801748,3.49588663678931,3.26302223568342,3.05461116464541,3.08948315349572,3.07237175948281,3.31097926493198,3.25928872050338,3.1847096024185,2.97484628904824,3.05205993390753,3.27602156883784,3.03029587888972,3.03329906704068,3.25800560244462,3.18745946375548,3.13092542455266,3.34551954695031,3.35612394887644,3.48521477583885,3.51901417499012,3.31956957217805,3.33737886740627,3.54804976800586,3.44578011597258,3.17515800026442,3.3293609950162,3.21440567167151,3.02757554842523
hsa-miR-103a-3p,3.29265525265259,3.30305719382817,3.25717645023952,3.30326730779717,3.342297336154,3.40651369193621,3.1526857650998,3.40883367555189,3.37563952037722,3.24066181963949,3.29268112021795,3.11186231846136,3.02802644302029,3.21614846323967,3.16358613301823,3.12828517699985,3.50297101034308,3.49570556535719,3.26262324207995,3.05392599881675,3.08834018445588,3.0709022563804,3.31047252176786,3.25896720541238,3.18497440188935,2.97417421463276,3.05236795072279,3.27586886193548,3.03033336422201,3.03311304492064,3.25779257589275,3.18634527300263,3.13038140900823,3.3453272030507,3.35618633667149,3.48554527330862,3.51906361382134,3.31976782174147,3.33776510123173,3.54804667767721,3.44571362838411,3.17557553390451,3.32858635792669,3.2144607510785,3.02707770328825
hsa-miR-103b,-0.553455542512505,-0.53039640413401,-0.521811880231626,-0.535512390662172,-0.505572414747132,-0.563215827625278,-0.608432987884683,-0.539732903913384,-0.543454062650137,-0.554905160008959,-0.558359758393252,-0.592957469015852,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.571865871974932,-0.498455684994445,-0.534416088981846,-0.568871876848809,-0.601165183834846,-0.567860310222128,-0.570327745256565,-0.559553309209043,-0.559119220951928,-0.554716368763292,-0.610027710411735,-0.588244474095272,-0.540034680875104,-0.630854201231024,-0.610106822191022,-0.566191219114431,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.570504648400494,-0.52241498874621,-0.508320791330554,-0.565921460532983,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,-0.525692021696735,-0.550447678711584,-0.566890516581088
hsa-miR-105-3p,-0.553455542512505,0.474929813161639,-0.521811880231626,-0.143849493418068,-0.213168358943127,-0.563215827625278,-0.432709812341912,-0.539732903913384,-0.149962239248804,-0.137125416252927,-0.558359758393252,-0.398100474495841,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.0139808697928351,-0.498455684994445,-0.534416088981846,0.259084937429678,-0.45204849710163,-0.567860310222128,-0.570327745256565,0.0396614095803157,-0.559119220951928,-0.148652088114599,-0.610027710411735,-0.588244474095272,-0.540034680875104,1.23789689810765,-0.610106822191022,-0.231684514318299,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.298942057118776,-0.190101625672813,-0.508320791330554,-0.426037900970224,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,0.769165291892859,-0.550447678711584,1.20461175926278
hsa-miR-105-5p,-0.553455542512505,0.474929813161639,-0.521811880231626,-0.143849493418068,-0.213168358943127,-0.563215827625278,-0.432709812341912,-0.539732903913384,-0.149962239248804,-0.137125416252927,-0.558359758393252,-0.398100474495841,-0.580652440519492,-0.552104379119671,-0.574370109425268,-0.0139808697928351,-0.498455684994445,-0.534416088981846,0.259084937429678,-0.45204849710163,-0.567860310222128,-0.570327745256565,0.0396614095803157,-0.559119220951928,-0.148652088114599,-0.610027710411735,-0.588244474095272,-0.540034680875104,1.23789689810765,-0.610106822191022,-0.231684514318299,-0.564025293069522,-0.581212895321902,-0.559462702318567,-0.298942057118776,-0.190101625672813,-0.508320791330554,-0.426037900970224,-0.508230005596699,-0.49362192269394,-0.517996043531885,-0.572461230441298,0.769165291892859,-0.550447678711584,1.20461175926278
hsa-miR-106a-3p,1.47979341028114,1.51302463073791,1.41247652799866,1.63688921981015,1.76706243203719,2.64864287360861,2.07547785414881,2.21487252165459,2.46670111879042,1.62675681709145,1.58211265789216,1.85374978002082,1.93507046908724,1.87983808954517,2.03255112108415,1.66942723709637,2.5304658898301,2.58297032966902,2.45830215433034,2.33509485590033,1.6397065159457,1.71132144140947,1.5803709888324,1.74093989272051,1.72107771069199,1.50752679218302,1.98916349048021,1.8358227274597,1.82744252783442,2.02828389735699,2.08167898928944,1.53918904869483,2.31376393150791,2.40907674176781,2.03033771577799,2.22984665886202,2.32232893932458,2.18027935505737,2.09187976528942,2.07144380309815,2.19726170153618,2.30402281705006,2.10285262093013,1.57249676649163,2.29212522699435
hsa-miR-106a-5p,1.47979341028114,1.51302463073791,1.41247652799866,1.63688921981015,1.76706243203719,2.64864287360861,2.07547785414881,2.21487252165459,2.46670111879042,1.62675681709145,1.58211265789216,1.85374978002082,1.93507046908724,1.87983808954517,2.03255112108415,1.66942723709637,2.5304658898301,2.58297032966902,2.45830215433034,2.33509485590033,1.6397065159457,1.71132144140947,1.5803709888324,1.74093989272051,1.72107771069199,1.50752679218302,1.98916349048021,1.8358227274597,1.82744252783442,2.02828389735699,2.08167898928944,1.53918904869483,2.31376393150791,2.40907674176781,2.03033771577799,2.22984665886202,2.32232893932458,2.18027935505737,2.09187976528942,2.07144380309815,2.19726170153618,2.30402281705006,2.10285262093013,1.57249676649163,2.29212522699435
hsa-miR-106b-3p,2.75430306454053,2.78216862494166,2.76685558287789,2.79390061665144,2.86046477748904,2.9554568016203,2.71447371778948,2.82841652861373,2.84462373487277,2.84116475368842,3.08269264699545,2.77810234932621,2.7205673078549,2.86805240173068,2.86548715680211,2.74599397164493,2.97124273048763,2.94228750730339,2.83321974216872,2.79811196360934,2.7680747634269,2.73761639860468,2.85878962124126,2.80847549398879,2.80674620526236,2.69481913190292,2.65136965230942,2.78993684334437,2.74895135907669,2.7636162845188,2.73886760224822,2.82500262030232,2.8197980201224,2.84495516166865,2.82250430031196,2.75458961076939,2.88771887299621,2.78215866126367,2.8277494817463,2.81331078225751,2.76212929421344,2.68045181049793,2.85912604073501,2.79538234734755,2.68373012861229
