miRNA_ID	TCGA-RQ-A6JB-01A	TCGA-FF-8046-01A	TCGA-FF-A7CW-01A	TCGA-RQ-A68N-01A	TCGA-FM-8000-01A	TCGA-FF-A7CX-01A	TCGA-GS-A9TT-01A	TCGA-FF-8062-01A	TCGA-G8-6326-01A	TCGA-GS-A9U3-01A	TCGA-GS-A9TV-01A	TCGA-FF-A7CR-01A	TCGA-GS-A9U4-01A	TCGA-GS-A9TZ-01A	TCGA-GR-7353-01A	TCGA-GS-A9TQ-01A	TCGA-FF-8042-01A	TCGA-FF-8041-01A	TCGA-GR-A4D5-01A	TCGA-G8-6907-01A	TCGA-GS-A9TX-01A	TCGA-FF-A7CQ-01A	TCGA-VB-A8QN-01A	TCGA-G8-6324-01A	TCGA-G8-6914-01A	TCGA-FA-A82F-01A	TCGA-G8-6325-01A	TCGA-FA-8693-01A	TCGA-GS-A9TY-01A	TCGA-G8-6906-01A	TCGA-FA-A86F-01A	TCGA-FA-A4BB-01A	TCGA-FA-A6HO-01A	TCGA-RQ-AAAT-01A	TCGA-FA-A7Q1-01A	TCGA-GR-A4D6-01A	TCGA-G8-6909-01A	TCGA-FF-8043-01A	TCGA-FA-A4XK-01A	TCGA-GS-A9TW-01A	TCGA-GR-A4D9-01B	TCGA-GR-A4D4-01A	TCGA-GS-A9TU-01A	TCGA-FA-A6HN-01A	TCGA-FA-A7DS-01A	TCGA-FF-8061-01A	TCGA-FF-8047-01A
hsa-let-7i	10.099218301339683	10.215017111888075	9.625486197952435	9.77055649361035	10.450973316513672	10.009561923624688	9.411011398551526	10.475155584787638	11.104270128257316	10.28618822495331	9.95678560671303	9.74960493754825	10.618144579603824	10.102656762828705	8.82462007623739	10.277855707702631	9.92789315090603	9.218515729997096	10.230809159232718	10.132940034650527	10.055758957338972	9.161173326166589	9.046306965464039	10.69500438664646	10.031926620442352	9.62894018763	10.238391371642624	11.097630851328015	9.310059609958156	10.34560581617798	9.594333551219258	10.154063302397825	9.777539717567569	8.897784934132778	9.970595874935139	10.111164709071751	10.577420393721303	9.728272163877286	9.746829640666965	9.531921305666149	9.121641332102136	9.70928136550934	10.194915347677442	10.207142824162814	9.181410681165417	9.521512375715854	9.691776955465608
hsa-mir-1-1	1.3565207777612929	2.2150162646537708	1.8568271737928235	1.668284357827724	1.3113560484055604	7.617580532890754	0.0	2.2328258898779443	1.6751619418316555	0.3194456790764798	1.1416263580574955	0.8998739888389915	1.5817474819151713	0.3649892129077002	0.9219298400452731	0.6249636794609033	0.0	0.0	3.1675968583330585	0.949629055293006	1.1986142160735087	0.0	4.172321250367733	0.38654500264654185	0.5947415329327201	5.077711115125178	0.8946974932965724	2.1322576707216014	0.5948074470844695	1.0272028956022103	0.22168409031176584	1.6217021322477343	1.9514468006643446	1.402285046056091	1.3822151466881374	3.7969188363184667	0.0	0.33383472876453496	0.8469433545818273	0.41812300750220743	3.375597628944973	1.86133290641005	0.834516254774062	0.41980637203982574	0.0	0.7317271914818229	2.2702786541946334
hsa-mir-1-2	0.6997888048840959	0.7895823664859438	1.522522841501427	0.7875336000796244	1.3113560484055604	7.675322996718591	0.8600212140604353	2.1427012946199118	1.3697355941126883	0.9937852086364999	0.9745564774782646	0.9724096007149488	1.2196369233203468	0.0	0.6748511026404811	0.6249636794609033	0.0	0.4434973844046317	3.594147811625588	0.0	0.5711389448401984	0.0	4.260420987577528	0.6911044189912161	1.8282290168609725	5.1297031510000375	0.0	2.0272924388213664	0.0	1.8460603923571695	0.9975193184035873	1.4124580002623235	2.3495359788587815	1.402285046056091	1.6162329968307263	3.416072126638313	0.5084499505088205	0.0	1.7638606735338298	0.0	4.444125026865934	2.101579485840329	0.5557719902517396	0.7445882423245074	0.9781121413600569	0.9934490192775741	1.3999514422918253
hsa-mir-100	12.131129463790517	12.55251551411635	10.78140545606884	12.076805795374144	13.258208398609334	10.918417037195224	12.205387503385609	14.355370104082086	10.530730477867674	11.75324696563371	11.044736555527829	11.074684083699704	8.440893068406703	11.369579082385375	12.177789488258421	12.052326598234192	10.124915924849457	12.386771328331522	11.529375976194677	12.796995580371323	11.355995550260385	10.967288370492778	10.62944914814772	10.94369500447332	12.405395371609782	12.963424254293969	11.651430417996652	11.610101175506568	11.870498802300189	11.1288548806871	11.34772322389269	11.729558223714003	11.728862708120834	12.965801047599054	12.68711916603478	11.165784329879614	11.471204676338033	13.164637382846115	9.15194382902058	10.601008423478968	11.039775229736426	12.918240175015182	12.417290974724091	11.962713277450819	10.459942670455176	12.775179837289862	11.688559010656375
hsa-mir-101-1	11.759963676879023	13.842738988641848	13.090213776680766	11.764658080945818	12.678328874607748	12.798951656557993	12.335836637304848	14.316065143299266	13.174019312821978	12.863005947720637	13.076737175761117	12.10759736297654	12.00838208004787	12.707415850366171	12.911264803538568	13.036229373528448	13.533248600453499	13.28613196628818	12.973500364900115	14.251380373544283	13.581421219702971	11.97183036130672	12.111361534768099	15.034079701348642	11.96005442978599	12.313215463841459	13.261657360340886	12.385633728833922	11.967069745678705	13.678635905544013	12.89196630610173	12.59580366450336	12.631124780030166	12.97878082487669	14.082282354805974	13.324098994344862	12.537877507707448	13.188170354931836	10.617299134930747	12.433487735936424	11.251603207306582	13.046595402693809	12.670289103120645	13.12701447347333	11.653737224352955	13.108672244592437	13.708803045093248
hsa-mir-101-2	11.751890962104591	13.822276288952287	13.086055823894174	11.75892636217746	12.669988486366126	12.809100003409831	12.359450079988644	14.332939075861393	13.186708637307717	12.887515026039692	13.104547664417346	12.131336135027436	12.018583573808492	12.739713857851093	12.925270931344215	13.044029829929695	13.534787105421131	13.301796292779242	13.006797564618042	14.26137036655577	13.613884542377184	12.028588296288184	12.15202119739312	15.041065157997952	11.991486300494715	12.342312421055613	13.274286850971354	12.40679360750196	12.00463893363088	13.688708634857509	12.920681938083183	12.611405301757657	12.653312786894189	12.991256726148963	14.107020330090787	13.32792473366597	12.537057233228955	13.21069180830007	10.611050515607806	12.456537982009298	11.275193289079933	13.067657800847318	12.718902366308587	13.148155846384013	11.683906103939778	13.129773714669735	13.705030802713859
hsa-mir-103a-1	14.051374957380704	13.826913000383984	14.439178273800563	13.819298401603438	14.480485502635034	13.171531767381863	14.48538464626556	13.642060772827461	13.13335135156917	14.299540093860267	14.072841273885508	14.050773790306376	13.72797831899916	13.741247040278463	14.63399968900615	14.538388499450967	14.107984842323948	13.004950039845934	13.651493450688351	13.969909702302116	14.209241636347395	14.487187188505327	13.428347237466646	13.31574031281324	14.247928455688646	13.854246669964411	13.661965551568702	13.88633383058897	13.568916017316726	13.103573914502572	14.208075321181028	13.463009655819592	13.113208689854952	13.970493842413124	15.312159456249198	13.919578130874724	13.400521067597321	14.461231460461654	12.605097260422196	14.18727876145747	13.771051199897029	14.049342062431169	14.733650865790484	14.288522010198427	14.316434860086952	13.773069951161288	14.328336352718333
hsa-mir-103a-2	14.050180908441915	13.823581870947303	14.447982295587613	13.835369448919495	14.50703222792626	13.185627570793473	14.48956532630456	13.645493928103367	13.139657588812211	14.30094029499063	14.066099567865841	14.05444146939999	13.719155771145715	13.741307695268944	14.63311951544112	14.550891106097643	14.099768979706674	13.018811014832	13.655876627411487	13.985112044290751	14.205018141735021	14.496256544960838	13.430307162758412	13.34653755322703	14.251253861753241	13.853273861614543	13.67228108392991	13.9006246258781	13.561080037686114	13.098289600785694	14.199962105677567	13.446727994654822	13.121455936724162	13.981723072336887	15.319749706334026	13.94356334082577	13.394023668959928	14.464043007834531	12.617618892113972	14.18626443609061	13.784744077624861	14.053509720543369	14.732273166362464	14.294087345684167	14.319271422303867	13.781081167288768	14.338682174656718
hsa-mir-103b-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-103b-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-105-1	0.0	0.0	0.8066721596691584	1.668284357827724	0.0	0.0	0.0	0.6501331270112712	0.0	0.0	0.5680505945049212	0.0	0.0	0.0	3.2249734627338182	0.0	0.0	0.23872450447088575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5156216310560808	0.0	0.0	0.33287059460107754	0.4137976916650814	0.8725939701250529	0.0	3.2041399340678596	0.0	0.0	0.0	0.33383472876453496	0.0	0.0	0.0	0.0	0.2099548684269736	0.0	0.0	0.0	0.0
hsa-mir-105-2	0.0	0.0	0.8066721596691584	1.29410194702405	0.0	0.24155588667993305	0.0	0.361383215096807	0.0	0.0	0.0	0.0	0.0	0.0	2.9185293518554123	0.0	0.0	0.4434973844046317	0.5995015708657321	0.0	0.21648466553066584	0.0	0.0	0.0	0.0	0.0	0.5156216310560808	0.0	0.0	0.33287059460107754	0.22168409031176584	1.1676321807355308	0.49534723676330594	2.4281059344557336	0.29810224300594307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2099548684269736	0.7445882423245074	0.0	0.0	0.0
hsa-mir-106a	3.613156079003264	5.551520139607957	7.6936423280855895	5.289885283141542	4.231199288067918	7.41678054866356	7.02895957511944	4.082428226403288	3.9315023779729374	5.479673993704017	5.441670576922978	7.145320812766745	6.877858581454132	4.515905427387038	5.335015187340908	7.499854009194301	3.522274372224998	3.560338459756706	5.417198176031479	3.9482579798041906	5.845557567492414	6.958996817349939	5.195713895557967	4.303256461550887	4.454062092177227	5.56898723947278	3.414977220417395	3.1697032902691173	5.115944006334688	4.004680616859756	7.087827722693155	3.1528388930716864	3.7760480693933673	7.610620490868424	6.33352347016915	3.5544960250785103	5.607178726627132	5.101225474047373	2.8053219696608833	5.766962387408721	6.129339816791581	6.125122225925472	5.204503027873287	3.6804577043179862	8.097642270967542	5.54173697558816	4.8235175018075935
hsa-mir-106b	10.129684285405009	10.782370660592276	10.363773116088488	9.676397432152763	11.187221028223574	10.776920129568095	9.901663209314803	10.097380597247717	9.342236529747018	8.558380225396743	8.188427887840449	9.372933222035028	9.320862331904413	8.038718084133947	11.65575584204274	11.355777163219368	12.02553049558562	9.612641865818556	9.179459010896881	11.1290013418862	9.435270192489826	9.763503743524485	9.424570151196573	10.231682319325905	9.778975643759756	8.990403482783568	9.720551534144134	9.204886289787666	9.210437759245918	9.789818738984158	9.515004721496332	9.055223001749694	9.133976819892702	10.563995671817827	10.78500236619574	10.507528066763923	9.7324893914644	11.08212528460248	8.700152579383253	8.91414865431078	9.627254952275791	11.316000716359792	9.818083119995894	9.648315091543092	10.233908207284031	10.921056498624072	10.915622410621047
hsa-mir-107	6.360272437020263	7.928459132497404	7.1134614955017	6.028165813052409	7.661903517733476	6.783692710036486	7.0319578121761595	6.818519560281414	6.875044425388331	6.331992763189858	6.464927396321174	6.597332320674125	6.910098009894415	6.395662020907205	8.969836367702696	7.827092528593164	6.962517131051742	7.124746685401155	6.177004859305777	7.8836971214482565	7.109865194987481	7.248447122274027	6.018043084838766	7.590436350582741	6.929765106600861	5.968497645283922	6.843564386805795	5.641390480143217	6.729495996867137	7.095159261828814	6.585048954636656	5.886711405084934	5.964607535216189	7.378644884319303	7.921611943863787	5.848314565051171	8.084348517247014	7.846214559802293	5.126978718845894	6.546148123513924	5.770680382653419	6.659216890759158	6.863596153706986	6.260319021811987	6.428879499690246	7.222171485301368	7.898718690594621
hsa-mir-10a	10.79247102488275	12.128666049182986	11.45828673742211	10.229046676005202	12.802019346805734	11.746364114741729	7.465830465255099	13.33642755042782	11.664011659552587	12.718333256410595	11.231476276330396	9.624358308774424	9.920981206544397	11.17889408624682	12.712730275434115	11.710876825773031	11.621456263990833	11.033149454805152	11.618591397867265	12.431756725735982	10.313510468261399	10.723680059352773	13.786095908047454	13.161098536813553	12.733363282219136	13.875067742948897	12.104481308362905	13.26393375215779	12.194550273584284	12.720561447640552	12.261333687302098	12.436567706286672	11.530970472232116	9.229347387027618	13.945264329293144	10.738982973800994	12.120321882717313	12.739307109381262	13.063414483383875	11.329897984107582	12.027443627511456	12.878998156433891	11.694779473050701	10.813387529430036	11.528033845335912	13.471439800567502	9.824609201735935
hsa-mir-10b	14.592997229445015	16.017492159419465	14.458270237054812	10.793238932784465	14.920251291841394	13.858700670867389	13.504089212199236	14.112212354436515	11.858171565586897	14.645322357780335	13.228272276442091	12.291553620706457	13.356296363703747	13.987020570237366	14.218890855131706	14.232550099638523	14.013961353488478	13.335916666778589	14.067152599221929	14.614446836181926	13.552649378105968	13.464747351475554	13.611244533629176	14.702791124150542	14.018133219845264	13.976863583115692	13.23130026421716	14.093098286812232	14.47421969927231	13.306007332931424	14.927556659075035	15.864536695701492	13.862462968035839	8.495297787226319	14.715372505649942	15.307746202149294	13.945775392440316	14.001929981318566	14.411956442423678	13.465571283717237	14.755219174888788	14.66048913635667	14.38692398447572	15.38994162996961	14.027955577045711	13.060564290228312	13.873874506675122
hsa-mir-1178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.376530442045226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1179	0.6997888048840959	1.6716199236298435	0.4589971708684757	0.44685012738763386	0.0	0.9345814166846741	0.0	0.6501331270112712	0.16589779322137024	0.3194456790764798	0.0	0.13252551668829143	0.7350377316881397	0.3649892129077002	0.376530442045226	0.6249636794609033	0.0	0.23872450447088575	0.0	0.949629055293006	0.40468299629049603	0.0	0.540157244867605	0.6911044189912161	0.0	0.8688123833533579	0.2807247515998672	0.0	1.3396009116605785	0.0	0.22168409031176584	0.5012872879405743	0.0	0.0	0.29810224300594307	0.4418106516665898	0.0	0.0	0.0	0.0	0.0	0.41053540485700507	0.5557719902517396	0.41980637203982574	0.4729597544640152	0.41176572724603194	0.6288286428223517
hsa-mir-1180	2.7264840131413863	3.661883763299101	3.5221069860276444	1.668284357827724	3.410253715247459	2.9866206341673074	2.8026364026942847	3.491550804020759	1.972595613418202	2.5132790000245757	1.2913418690212217	1.6838599130601195	3.1112094675467077	1.1053341230693077	4.3909748858190225	2.6829590880327285	2.325036060896075	2.794583469184026	2.9443910868127197	3.49122946082248	2.5894912185099264	2.4012153999821866	2.787371027469746	3.829053321502837	3.195855917013682	1.6794638849295755	2.1495452093491987	1.7912360440397206	2.0220574004448486	2.9045667554563703	2.0551213653374734	2.244668507751956	3.0658971054356394	4.770363133563436	2.2241693451836113	3.0916103081125867	2.8753507286235607	3.4105130182438548	0.8469433545818273	2.0092360811807595	2.6688990495881555	3.4860126742525632	2.696619958255051	2.678966549429341	1.5557042682505569	1.727785433765848	4.795410593003889
hsa-mir-1181	0.0	0.7895823664859438	1.522522841501427	0.7875336000796244	1.6882345285862073	0.44840834259320195	0.3467447586212566	0.361383215096807	0.0	0.3194456790764798	0.5680505945049212	0.5666271652958272	0.41383234569803035	0.6560331693564363	0.9219298400452731	0.6249636794609033	0.38793818042269507	0.7822366055613457	0.0	0.5515780306492031	0.5711389448401984	1.116330818355753	0.29521284909203116	0.38654500264654185	0.0	0.09605535339623623	1.0524332842951336	0.6917824836226414	1.0147423404161768	0.33287059460107754	0.4137976916650814	0.5012872879405743	0.49534723676330594	0.0	1.1027461347566108	0.4418106516665898	0.5084499505088205	1.02958292567627	0.48474963208606126	0.41812300750220743	0.0	0.41053540485700507	0.7018657275693325	1.009522033787967	0.4729597544640152	0.7317271914818229	0.6288286428223517
hsa-mir-1182	0.0	0.7895823664859438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1184-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1184-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1184-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1185-1	0.0	0.7895823664859438	0.0	0.44685012738763386	0.0	0.0	0.3467447586212566	0.0	0.0	0.0	0.0	0.13252551668829143	0.41383234569803035	0.0	0.376530442045226	0.0	0.0	0.23872450447088575	0.0	0.0	0.0	0.4743747777085793	0.29521284909203116	0.0	0.5947415329327201	0.42678322651702316	0.0	0.0	0.0	0.0	0.22168409031176584	0.0	0.0	1.0672711131987485	0.7558088228835071	0.0	0.0	0.0	0.8469433545818273	0.7418992447578865	0.0	0.41053540485700507	0.0	0.0	0.0	0.41176572724603194	0.0
